run_name,seed,model_name,epochs,batch_size,lr,img_size,train_fraction,color_jitter,use_affine,use_erasing,weighted_sampling,best_val_acc,test_acc,time_min,checkpoint,history_csv
baseline_rep_s42,42,resnet50,5,8,0.0003,224,1.0,0.1,False,False,False,0.7833026396562308,0.7858475314015669,12.781416507562001,/content/drive/MyDrive/stanford_cars_project/models/best_baseline_rep_s42_resnet50.pt,/content/drive/MyDrive/stanford_cars_project/data/history_baseline_rep_s42_resnet50.csv
baseline_rep_s43,43,resnet50,5,8,0.0003,224,1.0,0.1,False,False,False,0.7630448127685697,0.7772665091406541,12.941774523258209,/content/drive/MyDrive/stanford_cars_project/models/best_baseline_rep_s43_resnet50.pt,/content/drive/MyDrive/stanford_cars_project/data/history_baseline_rep_s43_resnet50.csv
baseline_rep_s44,44,resnet50,5,8,0.0003,224,1.0,0.1,False,False,False,0.7759361571516268,0.7838577291381669,12.940397377808889,/content/drive/MyDrive/stanford_cars_project/models/best_baseline_rep_s44_resnet50.pt,/content/drive/MyDrive/stanford_cars_project/data/history_baseline_rep_s44_resnet50.csv
full_aug_rep_s42,42,resnet50,2,2,0.0003,160,0.2,0.2,True,True,False,0.012277470841006752,0.00932719810968785,1.6261956771214803,/content/drive/MyDrive/stanford_cars_project/models/best_full_aug_rep_s42_resnet50.pt,/content/drive/MyDrive/stanford_cars_project/data/history_full_aug_rep_s42_resnet50.csv
full_aug_rep_s43,43,resnet50,2,2,0.0003,160,0.2,0.2,True,True,False,0.007366482504604052,0.010197736599925383,1.5770627419153849,/content/drive/MyDrive/stanford_cars_project/models/best_full_aug_rep_s43_resnet50.pt,/content/drive/MyDrive/stanford_cars_project/data/history_full_aug_rep_s43_resnet50.csv
full_aug_rep_s44,44,resnet50,2,2,0.0003,160,0.2,0.2,True,True,False,0.004910988336402701,0.006342494714587738,1.574665359656016,/content/drive/MyDrive/stanford_cars_project/models/best_full_aug_rep_s44_resnet50.pt,/content/drive/MyDrive/stanford_cars_project/data/history_full_aug_rep_s44_resnet50.csv
